0	0
0.1	0.07214541987
0.2	0.1129149068
0.3	0.154965016
0.4	0.1973352765
0.5	0.2329223173
0.6	0.2687720861
0.7	0.2981753963
0.8	0.32146565
0.9	0.3451937575
1	0.3692283627
1.1	0.3874968272
1.2	0.4061307283
1.3	0.4193174171
1.4	0.4329298227
1.5	0.4468828219
1.6	0.4503831205
1.7	0.4649963712
1.8	0.4694590956
1.9	0.4794454527
2	0.4896709528
2.1	0.4952080817
2.2	0.4962828163
2.3	0.5025007217
2.4	0.5043398124
2.5	0.5110717739
2.6	0.509050939
2.7	0.5118464522
2.8	0.514893368
2.9	0.5181656791
3	0.5216408461
3.1	0.5211695419
3.2	0.5209803002
3.3	0.5210474711
3.4	0.5213484451
3.5	0.5179889249
3.6	0.5225738469
3.7	0.5196905085
3.8	0.5207932138
3.9	0.5183754262
4	0.5198095216
4.1	0.5177924414
4.2	0.5159796653
4.3	0.5143569533
4.4	0.5129113398
4.5	0.5150260392
4.6	0.5105052019
4.7	0.5095240419
4.8	0.5086784844
4.9	0.5079602398
5	0.5041646787
5.1	0.5037116983
5.2	0.5002409853
5.3	0.500022109
5.4	0.4968418244
5.5	0.4968304952
5.6	0.4969007712
5.7	0.4940844384
5.8	0.4914000686
5.9	0.4888409403
6	0.4864008027
6.5	0.475792666
7	0.4648278086
7.5	0.455870561
8	0.4437967666
8.5	0.4334346628
9	0.4244989595
9.5	0.4146617001
10	0.405990039
10.5	0.3963620567
11	0.3915077415
12	0.3729236158
13	0.3557824398
14	0.3412668244
15	0.32588169
16	0.3139050221
17	0.3034443575
18	0.2916822406
19	0.2812007855
20	0.2718078929
