0;2.63966863;2.729071119
3;2.66973891;2.734406168
6;1.97812256;2.738286203
9;2.71484432;2.76479978
12;2.7048209;2.761081413
15;2.7048209;2.764153107
18;2.71484432;2.770296497
21;3.08069935;2.77530821
24;2.72486775;2.766416461
27;2.97044167;2.76916482
30;2.72486775;2.763506434
33;2.73990288;2.766739797
36;2.71985603;2.769003151
39;2.75493802;2.771589842
42;2.59456322;2.773853196
45;2.75493802;2.792930038
48;2.75994973;2.794870055
51;2.87521913;2.796810074
54;2.76997316;2.80408514
57;2.76496145;2.807318503
60;2.75994973;2.809258521
63;2.77999659;2.817503597
66;2.77498487;2.820251955
69;2.65470377;2.822030305
72;2.77999659;2.828012026
75;2.41915327;2.829628708
78;2.7449146;2.842885496
81;2.7850083;2.845957191
84;2.98046509;2.847573872
87;2.76997316;2.8433705
90;2.79002001;2.845795523
93;2.80505515;2.842238823
96;2.79002001;2.862770678
99;2.80004344;2.865195701
102;2.59957493;2.86697405
105;2.80004344;2.868105727
108;2.89526598;2.870692418
111;2.87020741;2.870045745
114;2.80505515;2.869722409
117;2.81006686;2.871339091
120;2.79503172;2.852585585
123;2.825102;2.854848939
126;2.81006686;2.849998895
129;2.80004344;2.850645567
132;2.825102;2.852423917
135;3.18594531;2.85387893
138;2.81507857;2.843532169
141;2.82009029;2.852908922
144;3.1007462;2.855818948
147;2.87020741;2.848382213
150;2.825102;2.848867217
153;3.01554708;2.850322231
156;2.8651957;2.845795523
159;2.83011371;2.847088868
162;2.84013714;2.848382213
165;2.83011371;2.845633854
168;2.83011371;2.846927199
171;2.84013714;2.848220545
174;2.83512542;2.84951389
177;2.85016056;2.850968903
180;2.84514885;2.845957191
183;2.67976233;2.847250536
186;3.44154266;2.853070589
189;2.8651957;2.834963756
192;2.85517228;2.835772097
195;2.63465692;2.836903774
198;2.88023084;2.850483898
201;2.87521913;2.851777244
204;2.86018399;2.852423916
207;2.85517228;2.847573872
210;2.22870819;2.850968903
213;2.8651957;2.871500758
216;2.67475062;2.872309098
219;2.83011371;2.879099161
222;2.85517228;2.881362515
225;2.87020741;2.88265586
228;2.8651957;2.883625869
231;3.10575791;2.884595878
234;2.91030111;2.866489045
237;2.87020741;2.866165709
