0	0
0.1	0.05607983389
0.2	0.09139300977
0.3	0.127414232
0.4	0.1572468348
0.5	0.1873725161
0.6	0.2116327372
0.7	0.2303760738
0.8	0.2609034717
0.9	0.2745315511
1	0.2886673806
1.1	0.2979182801
1.2	0.312801354
1.3	0.3228531372
1.4	0.3332371838
1.5	0.343887059
1.6	0.3547529024
1.7	0.3565304422
1.8	0.3633141631
1.9	0.3747922202
2	0.3775746169
2.1	0.3849853647
2.2	0.3841028964
2.3	0.3919033296
2.4	0.3957193329
2.5	0.3957259108
2.6	0.3960428824
2.7	0.4004978195
2.8	0.4012712833
2.9	0.4022701423
3	0.4071666363
3.1	0.4084975707
3.2	0.4064077763
3.3	0.4081097153
3.4	0.4064663003
3.5	0.4084734763
3.6	0.4072059646
3.7	0.4061298566
3.8	0.4052300348
3.9	0.4077366677
4	0.4071069092
4.1	0.4066187709
4.2	0.4062621308
4.3	0.4060278267
4.4	0.4028601622
4.5	0.4028802749
4.6	0.402998359
4.7	0.4002693296
4.8	0.400594767
4.9	0.3981292838
5	0.3958028425
5.1	0.3964047377
5.2	0.3942980954
5.3	0.3923090729
5.4	0.3904311464
5.5	0.3913349476
5.6	0.386984749
5.7	0.3880236665
5.8	0.383915408
5.9	0.3850738858
6	0.3837232586
6.5	0.3732269171
7	0.3669899516
7.5	0.3577261136
8	0.3499296935
8.5	0.3413244593
9	0.3338774509
9.5	0.3255423504
10	0.3217631585
10.5	0.3133485508
11	0.3074506137
12	0.2942882511
13	0.2804390448
14	0.2686982109
15	0.2573258046
16	0.2474538884
17	0.2376277483
18	0.2300733511
19	0.22120609
20	0.2142875116
