0;2.08126499;2.153307216
3;2.126130573;2.160382792
6;1.517952675;2.164885431
9;2.131115638;2.197047139
12;2.026429278;2.201710587
15;2.151055897;2.209590205
18;2.156040961;2.213932036
21;2.141085767;2.217952249
24;2.215861738;2.223098122
27;2.17598122;2.225027825
30;2.17598122;2.246254552
33;1.961623437;2.249631532
36;2.190936415;2.261370555
39;2.200906544;2.264908343
42;2.131115638;2.261852981
45;2.200906544;2.267642088
48;2.205891609;2.270054216
51;2.205891609;2.273431195
54;2.205891609;2.277612217
57;2.200906544;2.281150005
60;2.220846803;2.284205368
63;2.265712386;2.28726073
66;2.220846803;2.289994475
69;2.245772127;2.293693071
72;2.230816932;2.296909242
75;2.235801997;2.300286222
78;1.946668243;2.304145627
81;2.235801997;2.316849501
84;2.245772127;2.31813597
87;2.245772127;2.321030523
90;2.255742256;2.324246694
93;2.300607839;2.327302056
96;2.265712386;2.328749333
99;2.514965622;2.331804695
102;2.275682515;2.321834566
105;2.27069745;2.324568311
108;2.285652644;2.336628952
111;2.28066758;2.339523505
114;2.300607839;2.342418059
117;2.275682515;2.34338291
120;2.834009765;2.346438273
123;2.28066758;2.32794529
126;2.325533162;2.33132227
129;2.300607839;2.333251972
132;2.106190314;2.330839844
135;2.310577968;2.339845122
138;2.275682515;2.34225725
141;2.310577968;2.346438273
144;2.335503292;2.349172018
147;2.315563033;2.35110172
150;2.295622774;2.346438273
153;2.315563033;2.34997606
156;2.350458486;2.352870614
159;2.335503292;2.36428802
162;2.345473421;2.366700149
165;2.335503292;2.36879066
168;2.355443551;2.371202788
171;2.340488357;2.382459385
174;2.275682515;2.385514748
177;2.335503292;2.390017387
180;2.345473421;2.392911941
183;2.350458486;2.400791559
186;2.345473421;2.403846921
189;2.360428615;2.406580666
192;2.205891609;2.408831986
195;2.360428615;2.41606837
198;2.644577305;2.42491284
201;2.37538381;2.419123732
204;2.370398745;2.421214244
207;2.330518227;2.423626372
210;2.370398745;2.440672077
213;2.260727321;2.443566631
216;2.385353939;2.450159781
219;2.385353939;2.4524111
222;2.225831868;2.45466242
225;2.385353939;2.469135188
228;2.385353939;2.463346081
231;2.405294198;2.466401443
234;2.395324069;2.468491954
237;2.395324069;2.470743274
240;2.170996156;2.473155402
243;2.405294198;2.482803914
246;2.405294198;2.482643106
249;2.704398082;2.480230978
252;2.410279263;2.473798636
255;2.410279263;2.475889147
258;2.410279263;2.478301275
261;2.704398082;2.480552595
264;2.435204586;2.473477019
267;2.415264328;2.473637827
270;2.425234457;2.476049956
273;2.589741593;2.47781885
276;2.445174716;2.474763487
279;2.430219522;2.476532381
282;2.430219522;2.478783701
285;2.430219522;2.485376851
288;2.634607176;2.484090383
291;2.465114975;2.478944509
294;2.440189651;2.480391786
297;2.445174716;2.482321489
300;2.858935089;2.484733617
303;2.46012991;2.473959445
306;2.465114975;2.475889147
309;2.455144845;2.477658041
312;2.455144845;2.479748552
315;2.674487694;2.476532381
318;2.205891609;2.469456805
321;2.480070169;2.476049956
324;2.47010004;2.47781885
327;2.465114975;2.479909361
330;2.47010004;2.482321489
333;2.47010004;2.486824128
336;2.400309133;2.491165958
339;2.330518227;2.491487575
342;2.504995493;2.494060512
345;2.475085104;2.494864555
348;2.485055234;2.495668597
351;2.480070169;2.48987949
354;2.485055234;2.49213081
357;2.440189651;2.494221321
360;2.490040299;2.497919917
363;2.480070169;2.500171237
366;2.495025363;2.502744173
369;2.500010428;2.504673876
372;2.500010428;2.503709024
375;2.634607176;2.523327666
378;2.390339004;2.520915538
381;2.475085104;2.526383029
384;2.509980557;2.529599199
387;2.500010428;2.531528902
390;2.519950687;2.532172136
393;2.524935752;2.53394103
396;2.519950687;2.535709924
399;2.519950687;2.537157201
402;2.519950687;2.532172136
405;2.355443551;2.53394103
408;2.455144845;2.541177414
411;2.410279263;2.544554394
414;2.534905881;2.54825299
417;2.534905881;2.549861075
420;2.539890946;2.551790778
423;2.609681852;2.549057033
426;2.604696787;2.548413798
429;2.410279263;2.54825299
432;2.410279263;2.554202906
435;2.529920816;2.560152822
438;2.500010428;2.562404141
441;2.305592903;2.565459504
444;2.549861075;2.577198527
447;2.549861075;2.578967421
450;2.55484614;2.580897124
453;2.559831205;2.583630869
456;2.559831205;2.584756528
459;2.55484614;2.586525422
462;2.47010004;2.587972699
465;3.108188326;2.579932272
468;2.559831205;2.563851418
471;2.559831205;2.566585163
474;2.574786399;2.576716102
477;2.569801334;2.578324187
480;2.519950687;2.580093081
483;2.574786399;2.584756528
486;2.579771464;2.586525422
489;2.56481627;2.587972699
492;2.36541368;2.590224019
495;2.574786399;2.595369892
498;2.579771464;2.597299595
501;2.559831205;2.59890768
504;2.524935752;2.602767085
507;2.584756528;2.594405041
510;2.594726658;2.596173935
513;2.455144845;2.597942829
516;2.589741593;2.595369892
519;2.599711723;2.597299595
522;2.594726658;2.59890768
525;2.594726658;2.600354957
528;2.599711723;2.601963042
531;2.594726658;2.609681852
534;2.669502629;2.611933172
537;2.604696787;2.611450746
540;2.609681852;2.612898023
543;2.639592241;2.6143453
546;2.594726658;2.622385727
549;2.614666917;2.623993812
552;2.599711723;2.625762706
555;2.220846803;2.627049174
558;2.609681852;2.648919136
561;2.644577305;2.650848838
564;2.873890283;2.651492073
567;2.624637046;2.639913858
570;2.624637046;2.641361135
573;2.664517564;2.64296922
576;2.629622111;2.643451646
579;2.624637046;2.640878709
582;2.634607176;2.642808411
585;2.524935752;2.64409488
588;2.634607176;2.649401561
591;2.629622111;2.650366413
594;2.679472758;2.652135307
597;2.265712386;2.652778541
600;2.639592241;2.665643224
603;2.64956237;2.667251309
606;2.37538381;2.668537778
609;2.64956237;2.683975398
612;2.64956237;2.685261866
615;2.639592241;2.686869951
618;2.644577305;2.687191568
621;2.83899483;2.689282079
